campaign_id,business_name,category,business_location,promo,start_time,end_time,target_group,budget
CMP_4913_D64,Star Junction,Street Food Delights,Thane,Ganesh Chaturthi Offer: Free Modak box with select sweet purchases Recharge Now *On app orders only.,2025-05-12 23:28:30,2025-07-27 00:28:30,Young Professionals (23-30),171200
CMP_8030_D65,Patel Pharmacy,Online Education Courses,Aurangabad,Navratri Nights Discount: 30% OFF on Garba passes/ethnic wear Order Online Today Only!,2025-04-25 09:27:33,2025-07-18 20:27:33,Working Mothers,280200
CMP_7799_E66,Gupta Traders,IT Services,Delhi (NCR),First Time User? Get 70% OFF your first order! Explore Collection Ending Midnight! *Min. spend required.,2025-05-10 04:45:26,2025-08-08 23:45:26,Job Seekers,976600
CMP_8013_C67,Naidu Group,Online Education Courses,Jodhpur,Combo Deal: Biryani + Fries @ just ₹199 Shop Now! *Offer valid in Jodhpur.,2025-04-06 12:08:35,2025-07-06 11:08:35,Young Professionals (23-30),544900
CMP_9373_A68,Shubh Point,Street Food Delights,Visakhapatnam,First Time User? Get 30% OFF your first order! *Min. spend required.,2025-03-29 09:13:56,2025-05-08 03:13:56,College Students,29400
CMP_2169_E69,Das Mobiles,Telecom Recharge Offers,Nashik,Refer a Friend & Earn ₹250 wallet cash Learn More Offer Ends Soon! *Selected items only.,2025-05-09 13:18:48,2025-08-07 08:18:48,Eco-conscious Consumers,122800
CMP_4110_E70,Star Bazaar,Competitive Exam Coaching,Hyderabad,Clearance Sale: FLAT 25% OFF on selected items Explore Collection *Min. spend required.,2025-05-14 18:51:49,2025-06-12 00:51:49,Job Seekers,324200
CMP_1335_B71,Khan Pharmacy,Amusement Parks,Kochi,Flash Sale Alert: ₹100 OFF for next 3 hours! Order Online Ending Midnight! *Selected items only.,2025-03-27 10:18:47,2025-05-09 08:18:47,Foodies,272300
CMP_5381_A72,Royal Chowk,Traditional Attire (Phulkari),Darjeeling,Recharge Bonanza: Get ₹10 Cashback on mobile recharge of ₹99 or more Shop Now! *Min. spend required.,2025-05-28 01:20:04,2025-06-23 20:20:04,Families with Kids,54400
CMP_5138_B73,Reddy AC Service,Online Pharmacy,Hyderabad,Clearance Sale: FLAT 15% OFF on selected items Shop Now! *Offer valid in Hyderabad.,2025-05-02 20:32:39,2025-07-19 03:32:39,Devotional Followers,717800
CMP_9949_B74,Das Coaching Centre,Automotive Sales & Service,Rishikesh,Holi Hungama: 30% OFF on all colours! Festive Special! *Offer valid in Rishikesh.,2025-04-09 03:59:18,2025-05-05 13:59:18,Salaried Employees,303700
CMP_8463_D75,Kumar Bakery,OTT Platform Offers,Kolkata,Navratri Nights Discount: 20% OFF on Garba passes/ethnic wear Get Offer Ending Midnight!,2025-05-07 07:23:09,2025-05-25 02:23:09,Readers / Book Lovers,591100
CMP_1094_C76,Star Point,Street Food Delights,Hyderabad,Independence Day Sale: Upto 40% OFF everything! Visit Store Ending Midnight!,2025-05-03 23:16:17,2025-07-29 22:16:17,Tourists,492900
CMP_1385_D77,Verma Computer Repair,Beauty Salon Services,Vadodara,Weekend Getaway Deal: ₹3000 OFF on trips to Agra! Download App *T&C Apply.,2025-04-19 18:53:51,2025-05-26 12:53:51,Travel Buffs,153800
CMP_7715_E78,Reddy Computer Repair,Online Education Courses,Amritsar,New Arrival Launch Offer: Get Handicraft Item% introductory discount Get Offer *New users only.,2025-05-08 02:51:13,2025-07-27 19:51:13,Millennials (25-40),357400
CMP_8091_B79,UrbanGroceries,Cultural Events,Mysore,Navratri Nights Discount: 30% OFF on Garba passes/ethnic wear Explore Collection Today Only! *New users only.,2025-03-29 16:20:44,2025-05-05 10:20:44,Millennials (25-40),66400
CMP_8905_C80,Khan Computer Repair,Mobile & Gadgets,Hyderabad,Refer a Friend & Earn ₹200 wallet cash Get Offer *New users only.,2025-04-13 04:29:02,2025-07-10 08:29:02,College Students,1000000
CMP_8435_E81,Apna Plaza,Boat Rides & Ganga Aarti,Bangalore (Bengaluru),Flash Sale Alert: ₹200 OFF for next 3 hours! Explore Collection Few Spots Left! *On app orders only.,2025-04-23 14:43:14,2025-06-11 14:43:14,Foodies,281500
CMP_9907_D82,Maha Junction,Art Galleries,Bangalore (Bengaluru),Independence Day Sale: Upto 50% OFF everything! Get Offer Today Only!,2025-03-26 01:39:26,2025-06-21 23:39:26,Homemakers,1000000
CMP_7906_A83,Naidu Co.,Mobile & Gadgets,Madurai,Navratri Nights Discount: 30% OFF on Garba passes/ethnic wear Download App *Min. spend required.,2025-04-30 21:06:02,2025-07-13 09:06:02,Online Shoppers,241000
CMP_2805_B84,FreshWorld,Astrology Services,Kolkata,Clearance Sale: FLAT 70% OFF on selected items Book Today! Limited Time Offer! *On app orders only.,2025-04-04 15:31:37,2025-05-12 20:31:37,Car Buyers,266700
CMP_1265_C85,Singh Event Planners,Regional Film Promotions,Patna,Refer a Friend & Earn ₹25 wallet cash Download App Few Spots Left! *Min. spend required.,2025-04-15 12:28:21,2025-05-16 22:28:21,Devotional Followers,67000
CMP_6849_E86,Parampara Plaza,Automotive Sales & Service,Delhi (NCR),Upgrade Offer: Exchange your old Television for new & get ₹3000 bonus Recharge Now *Offer valid in Delhi.,2025-04-12 07:59:47,2025-05-30 09:59:47,Eco-conscious Consumers,1000000
CMP_8904_D87,Kumar Opticals,Regional Film Promotions,Udaipur,Weekend Getaway Deal: ₹500 OFF on trips to Manali!,2025-04-10 04:07:17,2025-06-03 14:07:17,Working Mothers,187700
CMP_2692_C88,Bharat Online,Home Appliances,Chennai,Clearance Sale: FLAT 20% OFF on selected items Claim Now *On app orders only.,2025-04-23 21:11:04,2025-06-01 06:11:04,Homemakers,599300
CMP_9140_E89,Digital India Dhaba,Handicrafts & Textiles,Chennai,Recharge Bonanza: Get ₹30 Cashback on mobile recharge of ₹99 or more Order Online Limited Time Offer! *New users only.,2025-05-03 16:56:00,2025-07-15 21:56:00,Movie Goers,508800
CMP_2217_D90,Parampara Chowk,Amusement Parks,Kolkata,Refer a Friend & Earn ₹100 wallet cash Book Today! *Selected items only.,2025-04-24 20:12:16,2025-06-09 22:12:16,Business Owners,188100
CMP_8161_C91,Sharma Tailors,Gardening Supplies,Hyderabad,Weekend Getaway Deal: ₹2000 OFF on trips to Kerala Backwaters! *T&C Apply.,2025-04-10 18:15:26,2025-04-18 20:15:26,Music Lovers,124400
CMP_2904_C92,Star Connect,Handicrafts & Textiles,Hyderabad,Upgrade Offer: Exchange your old Television for new & get ₹1000 bonus *Offer valid in Hyderabad.,2025-04-28 12:27:54,2025-06-22 13:27:54,Millennials (25-40),340000
CMP_2164_E93,Sharma Mobiles,Flight/Train Tickets,Mysore,Holi Hungama: 25% OFF on all colours! Explore Collection *Selected items only.,2025-05-23 13:40:53,2025-06-06 19:40:53,Cricket Fans,51300
CMP_2040_D94,RoyalWorld,Sports Equipment,Ahmedabad,Weekend Getaway Deal: ₹3000 OFF on trips to Manali! Book Today! Weekend Deal! *New users only.,2025-05-13 23:45:25,2025-05-31 15:45:25,Investors / Traders,159300
CMP_5626_C95,Kumar Digital Solutions,Flight/Train Tickets,Delhi (NCR),Monsoon Magic: Flat ₹250 Cashback on Chai & Pakora orders Few Spots Left! *Min. spend required.,2025-04-02 19:34:32,2025-05-27 04:34:32,Senior Citizens (60+),430700
CMP_5363_C96,Guru Kendra,Insurance Products,Kochi,Shaadi Season Special: 50% Discount on Wedding Collection Shop Now! *Min. spend required.,2025-05-02 18:49:41,2025-07-11 09:49:41,DIY Crafters,259900
CMP_5630_E97,Digital India Online,Regional Cuisine Restaurants,Mysore,Rakhi Special: Buy Dinner Set Get 1 Free on gifts Recharge Now Today Only!,2025-04-15 11:19:36,2025-05-08 06:19:36,Senior Citizens (60+),66500
CMP_3816_D98,Shah Tiffin Service,Pet Care,Guwahati,Upgrade Offer: Exchange your old Smartphone for new & get ₹5000 bonus *Selected items only.,2025-04-22 16:27:49,2025-07-16 19:27:49,Government Employees,281500
CMP_4270_A99,RoyalBasket,Toys & Baby Products,Chennai,Combo Deal: Mobile Recharge + Fries @ just ₹99 Shop Now! Festive Special!,2025-04-07 06:27:56,2025-06-12 18:27:56,Millennials (25-40),682700
CMP_2756_E00,Apna Deals,Western Apparel,Delhi (NCR),Navratri Nights Discount: 30% OFF on Garba passes/ethnic wear Visit Store Ending Midnight!,2025-05-16 14:21:31,2025-05-25 12:21:31,DIY Crafters,202300
CMP_7028_C01,Sharma Kirana,Cultural Events,Jaipur,Flash Sale Alert: ₹250 OFF for next 3 hours! Recharge Now Ending Midnight! *T&C Apply.,2025-05-22 11:44:30,2025-06-16 22:44:30,Families with Kids,167700
CMP_9707_B02,Agarwal General Store,Automotive Sales & Service,Ludhiana,Weekend Getaway Deal: ₹500 OFF on trips to Darjeeling! Explore Collection Weekend Deal! *Selected items only.,2025-04-26 00:35:48,2025-05-11 09:35:48,Parents (School Supplies),94600
CMP_2954_C03,Apna Plaza,Flight/Train Tickets,Bhopal,Recharge Bonanza: Get ₹20 Cashback on mobile recharge of ₹99 or more Explore Collection Limited Time Offer! *T&C Apply.,2025-03-29 03:06:26,2025-04-18 01:06:26,Senior Citizens (60+),44900
CMP_6211_A04,Singh Kirana,Bill Payments (Electricity/Water),Chennai,Refer a Friend & Earn ₹250 wallet cash Book Today! *T&C Apply.,2025-04-22 21:00:25,2025-06-01 10:00:25,Home Buyers,247300
CMP_8967_C05,Gupta Enterprises,Boat Rides & Ganga Aarti,Lucknow,Rakhi Special: Buy Pooja Thali Get 1 Free on gifts Festive Special! *T&C Apply.,2025-04-03 10:32:33,2025-05-23 19:32:33,Working Mothers,199400
CMP_4277_A06,Nagpur Computer Repair,Cafe & Bakery Offers,Nagpur,Recharge Bonanza: Get ₹10 Cashback on mobile recharge of ₹99 or more Get Offer *New users only.,2025-04-12 13:39:32,2025-05-23 09:39:32,Music Lovers,116300
CMP_1000_B07,Desi Junction,Western Apparel,Agra,Weekend Getaway Deal: ₹3000 OFF on trips to Goa! Download App Offer Ends Soon!,2025-05-13 10:51:07,2025-06-11 03:51:07,Travel Buffs,126400
CMP_6111_D08,QuickHub,Ethnic Fashion (Sarees/Kurtas),Vadodara,Weekend Getaway Deal: ₹2000 OFF on trips to Rishikesh Camps! Claim Now *New users only.,2025-05-26 14:13:46,2025-07-23 07:13:46,Working Mothers,184200
CMP_2308_D09,Quick Kendra,Cafe & Bakery Offers,Visakhapatnam,New Arrival Launch Offer: Get Silver Coin% introductory discount Book Today!,2025-05-12 22:52:20,2025-06-12 00:52:20,Gen Z (16-24),188100
CMP_9563_D10,Jain Book Depot,Books & Stationery,Darjeeling,Independence Day Sale: Upto 25% OFF everything! Shop Now! *Min. spend required.,2025-05-01 00:59:20,2025-07-01 19:59:20,Working Mothers,182000
CMP_5621_A11,Verma Sweets,Books & Stationery,Madurai,Rakhi Special: Buy Pooja Thali Get 1 Free on gifts Explore Collection *Offer valid in Madurai.,2025-05-18 07:29:12,2025-06-15 15:29:12,Young Professionals (23-30),47600
CMP_4651_D12,Maha Online,Gardening Supplies,Kolkata,Independence Day Sale: Upto 25% OFF everything! Offer Ends Soon! *Selected items only.,2025-05-01 08:45:26,2025-07-23 09:45:26,Tourists,278400
CMP_4932_E13,UrbanGroceries,Regional Film Promotions,Mysore,Monsoon Magic: Flat ₹100 Cashback on Chai & Pakora orders Shop Now! Limited Time Offer! *Offer valid in Mysore.,2025-04-27 04:36:42,2025-05-28 15:36:42,Gamers,73700
CMP_4057_C14,Guru Solutions,Art Galleries,Ludhiana,Bill Payment Offer: Save Bluetooth Speaker% on your next electricity bill Get Offer Limited Time Offer!,2025-04-18 22:43:44,2025-05-12 04:43:44,Cricket Fans,45800
CMP_4207_D15,Kumar Kirana,Bollywood Movies & Music,Coimbatore,Ganesh Chaturthi Offer: Free Modak box with orders over ₹499 Explore Collection Offer Ends Soon! *Offer valid in Coimbatore.,2025-04-27 03:08:29,2025-06-05 22:08:29,Online Shoppers,187900
CMP_8371_E16,Madurai Event Planners,Sustainable Indian Brands,Madurai,Weekend Getaway Deal: ₹1000 OFF on trips to Shimla! Shop Now! Offer Ends Soon! *T&C Apply.,2025-03-31 01:01:41,2025-04-15 09:01:41,Fashion Shoppers,73600
CMP_1005_B17,Parampara Online,Ethnic Fashion (Sarees/Kurtas),Pune,App Exclusive Deal: Silver Coin% Extra Discount! Claim Now Ending Midnight! *New users only.,2025-03-28 15:25:03,2025-04-15 19:25:03,Working Mothers,224900
CMP_6206_B18,Namaste Deals,Automotive Sales & Service,Agra,Ganesh Chaturthi Offer: Free Modak box with orders over ₹499 Ending Midnight!,2025-04-10 17:18:07,2025-06-10 09:18:07,Gamers,892500
CMP_4680_E19,Shah Enterprises,Online Pharmacy,Kanpur,Recharge Bonanza: Get ₹20 Cashback on mobile recharge of ₹249 or more Explore Collection Ending Midnight!,2025-05-03 15:07:41,2025-07-26 06:07:41,Tourists,150300
CMP_8379_A20,Naidu Digital Solutions,Bollywood Movies & Music,Amritsar,Refer a Friend & Earn ₹500 wallet cash Recharge Now *T&C Apply.,2025-05-24 05:38:14,2025-08-21 05:38:14,Students (Exam Prep),149200
CMP_7344_E21,Surat Tiffin Service,Quick Service Restaurants (QSR),Surat,Monsoon Magic: Flat ₹500 Cashback on Chai & Pakora orders Book Today! *Min. spend required.,2025-05-18 21:37:29,2025-07-29 22:37:29,Patients (Pharmacy),709000
CMP_6069_E22,Verma Mobiles,Books & Stationery,Kanpur,Navratri Nights Discount: 20% OFF on Garba passes/ethnic wear Book Today! While Stocks Last! *Offer valid in Kanpur.,2025-05-08 09:26:58,2025-06-28 18:26:58,DIY Crafters,122200
CMP_9366_B23,Bhopal Computer Repair,Food Delivery Promos,Bhopal,IPL Fever: Predict & Win Discount Coupon worth ₹200 Recharge Now *Offer valid in Bhopal.,2025-05-07 05:18:37,2025-06-14 04:18:37,Gamers,169800
CMP_4081_B24,FreshGroceries,Books & Stationery,Goa,Navratri Nights Discount: 20% OFF on Garba passes/ethnic wear Today Only! *On app orders only.,2025-04-30 12:34:53,2025-07-07 04:34:53,Fashion Shoppers,166100
CMP_8266_C25,PrimeAgency,Boat Rides & Ganga Aarti,Udaipur,Refer a Friend & Earn ₹500 wallet cash Get Offer Festive Special! *New users only.,2025-05-22 16:56:20,2025-06-01 20:56:20,DIY Crafters,81300
CMP_9286_C26,Malhotra Computer Repair,Quick Service Restaurants (QSR),Thane,Diwali Dhamaka: Free Dinner Set with purchase over ₹1999 Recharge Now,2025-04-26 11:29:11,2025-06-20 04:29:11,Parents (School Supplies),204700
CMP_4444_E27,Apna Chowk,Toys & Baby Products,Rishikesh,Combo Deal: Pizza + Leggings @ just ₹99 Shop Now! Offer Ends Soon!,2025-05-04 23:43:19,2025-06-19 13:43:19,Fashion Shoppers,191600
CMP_4493_D28,Singh Associates,Music Streaming Subscriptions,Shimla,New Arrival Launch Offer: Get Designer Diya Set% introductory discount Order Online,2025-03-25 18:13:40,2025-05-12 01:13:40,Online Shoppers,166100
CMP_6196_A29,Kumar Coaching Centre,Music Streaming Subscriptions,Delhi (NCR),Recharge Bonanza: Get ₹20 Cashback on mobile recharge of ₹99 or more Download App,2025-04-22 07:38:38,2025-06-16 13:38:38,Readers / Book Lovers,360500
CMP_3403_D30,Verma Kirana,Sweets & Confectionery,Indore,Combo Deal: Kurti + Popcorn Combo @ just ₹249 Explore Collection *Min. spend required.,2025-04-13 13:30:40,2025-05-05 13:30:40,Newly Married Couples,39900
CMP_5499_B31,Swadeshi Trends,Consumer Electronics,Kanpur,Independence Day Sale: Upto 50% OFF everything! Recharge Now Offer Ends Soon!,2025-05-08 09:20:57,2025-06-14 14:20:57,Tech Enthusiasts,222200
CMP_1753_C32,EasyZone,Astrology Services,Ahmedabad,IPL Fever: Predict & Win Discount Coupon worth ₹500 Claim Now *New users only.,2025-04-07 20:49:40,2025-04-27 16:49:40,Salaried Employees,183200
CMP_9826_D33,Smart Junction,Cafe & Bakery Offers,Bhopal,Combo Deal: Mobile Recharge + Fries @ just ₹199 Learn More *New users only.,2025-05-24 10:11:18,2025-07-28 17:11:18,Salaried Employees,154700
CMP_1306_A34,Singh Chai Stall,Investment Platforms,Pune,First Time User? Get 70% OFF your first order! Visit Store Today Only!,2025-05-07 06:55:41,2025-07-13 09:55:41,Students (Exam Prep),560700
CMP_8541_B35,Ahmedabad Home Cleaning,Quick Service Restaurants (QSR),Ahmedabad,Navratri Nights Discount: 70% OFF on Garba passes/ethnic wear Visit Store *Offer valid in Ahmedabad.,2025-04-04 05:45:41,2025-05-07 16:45:41,Senior Citizens (60+),507500
CMP_7763_D36,Khan Group,Pet Care,Amritsar,Weekend Getaway Deal: ₹1500 OFF on trips to Rishikesh Camps! Learn More,2025-04-06 12:02:13,2025-04-29 07:02:13,Parents (School Supplies),60000
CMP_1906_D37,Desi Deals,Gaming Tournaments (India),Nashik,Combo Deal: Pizza + Leggings @ just ₹99 Download App Festive Special!,2025-04-23 06:30:31,2025-06-16 01:30:31,College Students,112500
CMP_4953_D38,Malhotra Co.,Bill Payments (Electricity/Water),Chandigarh,Independence Day Sale: Upto 70% OFF everything! *T&C Apply.,2025-05-18 04:39:44,2025-07-04 07:39:44,Music Lovers,352600
CMP_9804_A39,Royal Solutions,Consumer Electronics,Aurangabad,Holi Hungama: 40% OFF on all colours! Shop Now! Offer Ends Soon! *New users only.,2025-03-27 03:59:48,2025-04-02 17:59:48,Wedding Shoppers,66400
CMP_4059_A40,Naidu Mobiles,Bollywood Movies & Music,Varanasi (Benaras),Clearance Sale: FLAT 70% OFF on selected items Explore Collection Ending Midnight!,2025-03-30 18:45:54,2025-06-25 20:45:54,Patients (Pharmacy),223100
CMP_3077_D41,Verma Opticals,Beauty & Personal Care,Jodhpur,Diwali Dhamaka: Free Silver Coin with purchase over ₹1999 Download App,2025-05-25 08:42:44,2025-07-22 19:42:44,Fashion Shoppers,116700
CMP_5962_A42,Gupta Enterprises,Toys & Baby Products,Hyderabad,Flash Sale Alert: ₹200 OFF for next 3 hours! Get Offer,2025-05-12 04:56:07,2025-08-02 07:56:07,Young Professionals (23-30),868600
CMP_6374_E43,SmartSolutions,Cultural Events,Madurai,Holi Hungama: 20% OFF on all colours! Visit Store While Stocks Last! *Offer valid in Madurai.,2025-04-02 03:31:11,2025-05-10 16:31:11,Travel Buffs,100100
CMP_3480_D44,Star Life Store,Handicrafts & Textiles,Patna,Recharge Bonanza: Get ₹30 Cashback on mobile recharge of ₹149 or more Book Today!,2025-04-10 13:53:19,2025-05-04 04:53:19,Devotional Followers,41800
CMP_6700_D45,Reddy Co.,Cultural Events,Guwahati,Shaadi Season Special: 15% Discount on Wedding Collection Learn More *T&C Apply.,2025-05-04 17:13:48,2025-05-08 06:13:48,Cricket Fans,34300
CMP_2269_E46,Shubh Kendra,Music Streaming Subscriptions,Kanpur,Upgrade Offer: Exchange your old Refrigerator for new & get ₹1000 bonus Claim Now Today Only! *On app orders only.,2025-04-18 12:57:55,2025-05-06 07:57:55,Business Owners,115400
CMP_7481_B47,Vedic World,Boat Rides & Ganga Aarti,Chennai,First Time User? Get 70% OFF your first order! Order Online While Stocks Last! *New users only.,2025-03-25 10:05:26,2025-06-12 02:05:26,Travel Buffs,535800
CMP_8908_E48,UrbanSolutions,Gold & Jewellery,Jaipur,Holi Hungama: 10% OFF on all colours! Order Online Weekend Deal! *Selected items only.,2025-05-14 09:40:16,2025-08-12 08:40:16,Investors / Traders,271800
CMP_2811_D49,Reddy Kirana,Beauty Salon Services,Mumbai,Flash Sale Alert: ₹25 OFF for next 3 hours! Book Today! Weekend Deal! *Selected items only.,2025-04-26 15:35:53,2025-06-17 03:35:53,Fitness Enthusiasts,676200
CMP_3366_C50,Vedic Point,Beauty Salon Services,Ahmedabad,IPL Fever: Predict & Win Discount Coupon worth ₹250 While Stocks Last!,2025-05-07 00:43:38,2025-06-12 08:43:38,Luxury Buyers,222400
CMP_5307_E51,Gupta Coaching Centre,Mobile & Gadgets,Madurai,First Time User? Get 50% OFF your first order! Explore Collection *Selected items only.,2025-04-17 14:32:57,2025-04-27 18:32:57,Young Professionals (23-30),83800
CMP_3409_B52,FreshAgency,Online Pharmacy,Hyderabad,Independence Day Sale: Upto 10% OFF everything! Explore Collection Weekend Deal! *New users only.,2025-05-22 12:55:25,2025-08-16 17:55:25,Cricket Fans,924300
CMP_2098_D53,Bharat Solutions,Handicrafts & Textiles,Amritsar,Combo Deal: Biryani + Popcorn Combo @ just ₹149 Explore Collection Festive Special!,2025-04-27 13:03:23,2025-05-21 23:03:23,Families with Kids,41000
CMP_4757_E54,Guru Services,Western Apparel,Nashik,Recharge Bonanza: Get ₹10 Cashback on mobile recharge of ₹149 or more Visit Store,2025-04-15 13:49:35,2025-05-31 19:49:35,Job Seekers,185100
CMP_5583_C55,Malhotra Enterprises,Beauty & Personal Care,Lucknow,Ganesh Chaturthi Offer: Free Modak box with select sweet purchases Get Offer *New users only.,2025-04-24 01:18:02,2025-06-14 22:18:02,Eco-conscious Consumers,194700
CMP_6150_E56,PrimeEssentials,Bollywood Movies & Music,Patna,Holi Hungama: 70% OFF on all colours!,2025-05-20 03:09:41,2025-08-02 05:09:41,Discount Seekers,107800
CMP_2381_A57,Smart Deals,Sweets & Confectionery,Madurai,IPL Fever: Predict & Win Discount Coupon worth ₹150 Download App *Selected items only.,2025-05-26 23:53:48,2025-06-01 14:53:48,Investors / Traders,30700
CMP_1607_C58,DigitalLink,Online Pharmacy,Madurai,App Exclusive Deal: Bluetooth Speaker% Extra Discount! Book Today! Today Only! *Min. spend required.,2025-05-10 20:28:08,2025-07-14 20:28:08,Business Owners,200600
CMP_6984_C59,Smart Solutions,Western Apparel,Lucknow,App Exclusive Deal: Designer Diya Set% Extra Discount! Get Offer Limited Time Offer! *New users only.,2025-04-02 12:25:17,2025-05-08 13:25:17,Readers / Book Lovers,138900
CMP_9698_D60,Desi Junction,Telecom Recharge Offers,Puducherry,Holi Hungama: 40% OFF on all colours! Explore Collection *Min. spend required.,2025-05-06 14:35:51,2025-06-03 02:35:51,Discount Seekers,44900
CMP_1424_D61,DigitalEssentials,Home Decor & Furnishing,Varanasi (Benaras),Bill Payment Offer: Save Movie Ticket Voucher% on your next electricity bill Few Spots Left! *Selected items only.,2025-05-02 20:49:14,2025-07-19 07:49:14,DIY Crafters,238900
CMP_8510_A62,StarWorld,Boat Rides & Ganga Aarti,Coimbatore,New Arrival Launch Offer: Get Handicraft Item% introductory discount Shop Now! Festive Special! *Min. spend required.,2025-04-27 15:34:04,2025-05-21 04:34:04,Wedding Shoppers,69400
CMP_2364_A63,Jain Opticals,Insurance Products,Chennai,Monsoon Magic: Flat ₹250 Cashback on Chai & Pakora orders,2025-05-28 10:16:24,2025-07-27 23:16:24,Cricket Fans,218800
CMP_7101_D64,Vedic Hub,Home Appliances,Jodhpur,Weekend Getaway Deal: ₹1500 OFF on trips to Jaipur! Visit Store,2025-04-11 10:37:28,2025-06-26 22:37:28,Luxury Buyers,99200
CMP_6245_C65,Kumar Sweets,Ayurvedic Wellness,Nashik,Recharge Bonanza: Get ₹50 Cashback on mobile recharge of ₹149 or more Get Offer Few Spots Left!,2025-03-30 21:01:46,2025-05-19 04:01:46,Gen Z (16-24),141500
CMP_4530_D66,Khan Tailors,Food Delivery Promos,Madurai,Diwali Dhamaka: Free Silver Coin with purchase over ₹499 Claim Now While Stocks Last! *On app orders only.,2025-05-10 02:51:22,2025-06-27 02:51:22,Foodies,107400
CMP_4902_A67,StarZone,Event Management,Puducherry,Clearance Sale: FLAT 25% OFF on selected items Book Today! *On app orders only.,2025-05-08 11:52:11,2025-08-02 12:52:11,Investors / Traders,288100
CMP_3573_A68,Jain Book Depot,Boat Rides & Ganga Aarti,Hyderabad,Navratri Nights Discount: 70% OFF on Garba passes/ethnic wear *Min. spend required.,2025-05-06 02:43:39,2025-06-22 05:43:39,Millennials (25-40),692500
CMP_1448_C69,Kumar Tours & Travels,Hotel Bookings,Mumbai,Weekend Getaway Deal: ₹2000 OFF on trips to Rajasthan Forts! *Offer valid in Mumbai.,2025-05-22 12:28:56,2025-08-17 23:28:56,Job Seekers,650700
CMP_8261_C70,Reddy Tiffin Service,Beauty Salon Services,Agra,Navratri Nights Discount: 20% OFF on Garba passes/ethnic wear Book Today! *On app orders only.,2025-04-01 02:29:42,2025-04-11 17:29:42,Car Buyers,46000
CMP_9065_A71,Smart Services,Art Galleries,Bangalore (Bengaluru),Diwali Dhamaka: Free Bluetooth Speaker with purchase over ₹1999 Book Today! Few Spots Left! *Offer valid in Bangalore.,2025-04-22 00:03:43,2025-06-07 00:03:43,DIY Crafters,379200
CMP_9599_D72,RoyalWorld,Regional Film Promotions,Agra,Holi Hungama: 30% OFF on all colours! Claim Now *Selected items only.,2025-05-17 16:28:44,2025-08-05 16:28:44,Devotional Followers,223200
CMP_1239_E73,Royal Plaza,Gardening Supplies,Surat,Navratri Nights Discount: 30% OFF on Garba passes/ethnic wear Book Today!,2025-05-18 20:59:59,2025-08-04 04:59:59,Eco-conscious Consumers,266100
CMP_4672_B74,Quick Trends,Sustainable Indian Brands,Delhi (NCR),Recharge Bonanza: Get ₹20 Cashback on mobile recharge of ₹249 or more Order Online Festive Special! *T&C Apply.,2025-05-18 07:45:05,2025-08-03 22:45:05,Wedding Shoppers,622400
CMP_1520_E75,Patel Electronics,Organic & Desi Groceries,Hyderabad,First Time User? Get 10% OFF your first order! Download App,2025-04-27 23:56:14,2025-07-17 15:56:14,DIY Crafters,750700
CMP_2814_E76,Bharat World,Sports Equipment,Chennai,Combo Deal: Kurti + Data Pack @ just ₹399 Explore Collection Today Only!,2025-04-25 19:34:49,2025-07-24 08:34:49,Music Lovers,769500
CMP_4940_C77,Sharma Bakery,Home Pooja Decor,Kolkata,New Arrival Launch Offer: Get Dry Fruits Pack% introductory discount Download App *Min. spend required.,2025-05-09 20:25:00,2025-07-15 18:25:00,Parents (School Supplies),287900
CMP_5580_D78,RoyalWorld,Online Pharmacy,Guwahati,Rakhi Special: Buy Dry Fruits Pack Get 1 Free on gifts *New users only.,2025-05-22 10:02:37,2025-08-19 21:02:37,SMEs,156500
CMP_1608_E79,Bharat Kendra,Cafe & Bakery Offers,Kanpur,Independence Day Sale: Upto 30% OFF everything! Few Spots Left!,2025-05-20 17:06:37,2025-07-05 02:06:37,DIY Crafters,127300
CMP_2755_C80,NextGenGroceries,Astrology Services,Patna,Diwali Dhamaka: Free Gift Voucher with purchase over ₹999 Learn More Weekend Deal! *New users only.,2025-05-11 06:13:39,2025-07-22 21:13:39,Movie Goers,97500
CMP_8404_B81,PrimeGroceries,Mobile & Gadgets,Udaipur,Navratri Nights Discount: 50% OFF on Garba passes/ethnic wear Limited Time Offer! *Selected items only.,2025-04-28 09:20:26,2025-05-10 09:20:26,Young Professionals (23-30),77700
CMP_4407_A82,Khan Tiffin Service,Regional Cuisine Restaurants,Shimla,Navratri Nights Discount: 60% OFF on Garba passes/ethnic wear *New users only.,2025-04-08 20:40:00,2025-06-03 02:40:00,College Students,132400
CMP_5356_D83,RoyalAgency,Ayurvedic Wellness,Kanpur,App Exclusive Deal: Designer Diya Set% Extra Discount! Download App Today Only! *T&C Apply.,2025-05-13 20:22:39,2025-07-23 03:22:39,Devotional Followers,232300
CMP_2323_A84,Jain Home Cleaning,Home Decor & Furnishing,Coimbatore,Diwali Dhamaka: Free Bluetooth Speaker with purchase over ₹799 Learn More,2025-05-11 01:19:01,2025-07-07 15:19:01,Salaried Employees,117600
CMP_2462_D85,Kumar Co.,Online Education Courses,Patna,IPL Fever: Predict & Win Discount Coupon worth ₹150 Learn More Limited Time Offer! *T&C Apply.,2025-04-11 03:18:19,2025-05-13 08:18:19,Job Seekers,405900
